Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
9991,-0.850105887024581,0.550844947284334,1.75751045338335,-1.16081244477797,-0.476539976417761,-0.371606477226103,1.14332498726226,-0.307544712422873,1.25403064198971,-0.698212184898318,2.20189029398994,-2.21916540926535,1.13067389117376,1.41264216638457,-0.820718680851707,0.748118698542503,-0.301074374688076,0.460005470836289,-0.604354967771441,0.0726989121608454,-0.224209038876296,-0.27185670317782,0.0201012387254808,0.293033726367896,-0.420613651518609,0.625532511435564,-0.0281181924346519,-0.0814920366171269,146.48,0
9991,1.34600432483416,0.125819582291732,-0.0161639501548438,-0.140353624058971,0.229735610107659,0.0370952991674717,-0.209097068644638,-0.100211765945375,1.23758697051476,-0.340101443263546,1.26307721769365,-1.86191507469218,2.30309422610832,1.70435441882279,-0.290758140583773,0.839368639724664,-0.359853863075959,0.667253040104171,0.597079140752129,-0.0328100384293393,-0.291597057795075,-0.591840027109934,-0.128815435873662,-1.02422187458787,0.385507225236745,0.955507414682999,-0.111510316016743,-0.0248071493982618,4,0
9991,-0.156927062661916,1.56775815346673,0.27756451086018,1.35777604433026,0.0208435532805256,-0.312254829379021,-0.347927414610693,-2.58904636371265,0.657751578675616,-0.544161063184765,2.74008272227266,-1.75028383691907,1.28068970854033,1.18439735787132,-0.361445744570927,0.158824706152592,1.45345722359929,1.03643760539324,0.0704611176461096,-0.537843299836985,2.14037862912206,-0.946305046755803,0.0250684037506858,0.363469674654936,0.74404656737458,-0.308243919402371,0.260104163559103,0.261141703931518,21.18,0
9995,-0.21631934343,0.0406576403620023,1.8197582882197,-1.12009498766176,-0.0496953727867959,0.658082116286619,-0.509208342438715,0.0966798094167745,0.450489204220417,-0.418839145537988,-0.334849959210412,-2.67575473324733,3.32648254444428,0.275713430719761,-0.994417377583751,0.636245667203306,1.11516219579784,-1.0927358243973,0.632631721343183,0.179058296815748,0.181325328668248,0.974297018143962,-0.394542135096941,-0.896290818741471,0.223117796234678,0.00458379442914614,0.0902588726743974,0.043451799285174,2,0
9995,-0.847048268974479,1.56113163365093,2.24128677587298,2.38911744794704,0.773770065559612,0.222741459845822,-0.307122277793258,-0.651933413146599,-0.337405355190676,0.361153390686565,1.7263489514763,-2.54719941184605,1.08676437549384,2.029032674311,-0.392643157628542,0.552612345693506,0.252882706777826,0.73414437843452,0.45228986396435,-0.190016938270516,0.449906808629399,-1.19060810217612,-0.851337278772429,-0.0807046601559642,-0.166942086326346,-0.131712777755188,0.101800308391791,0.0967966128202572,3.87,0
9996,1.15588966170699,0.15351676537842,0.999680437528922,2.64337978917449,0.0706876053420002,1.51865515592248,-0.770477025504632,0.375749241220765,1.75104005629007,0.0417625477170644,-1.35452327060903,-3.12648241520229,0.815051792502873,1.05938429288542,-1.17522681300701,0.472872414045961,0.36383326017235,-0.0443794055748421,-0.639918309692781,-0.248424947207632,-0.421556387583893,-0.776246284304029,-0.0647367450236455,-1.4290370440963,0.374444472859172,-0.0107154867422318,0.022650588495606,0.00941734031991994,11.38,0
9996,-2.6417125038258,1.39496570501572,1.5112184107634,0.155469836502634,-0.127487442936979,2.2634130868052,-2.07184975024494,-1.80375009196935,1.92050816578832,-0.963353858041868,0.30441605566531,-0.879872445850331,2.53759529859789,0.76133635499233,-2.57569093733137,-0.167477059845961,0.801276989245482,0.504324527595872,0.584487315982315,0.519758864021674,-1.3500403104306,0.853731504173074,-0.565643011781836,-1.28401600058399,0.417107426943239,0.55590418962678,-0.930207972149199,-0.440973951919273,6.75,0
9996,1.10724179936221,0.667645916827711,0.314572875288075,2.65392609974343,0.153393673190688,-0.585697321892126,0.381893172414495,-0.204886357860513,0.0398852249417772,0.535776448724902,2.1969933604754,-2.17856937936357,0.909689215061642,2.28608830196866,-1.17848353067465,0.46877540786806,0.112612561340722,0.279471384026599,-0.884516585686434,-0.170258518593147,-0.0860236630066288,-0.165619804378351,-0.103467355036237,0.47197834436925,0.617367805247478,-0.00228072053455688,-0.0804506846146363,0.000472827033902036,38.03,0
9997,1.18273856736675,0.333476076585326,0.85168122067325,0.899222568686227,-0.473010791776373,-0.779061310649439,-0.0928128879146679,-0.185386173999436,1.27987374803133,-0.483106547361245,1.44043829373054,-1.84189721994304,1.90721766706191,1.72122287366976,0.50019594185111,-0.177297295365681,0.777548796063147,-0.899664389394562,-0.88168566758439,-0.181362030302785,-0.344552648519337,-0.712825557828984,0.242814261231219,0.541968354733726,0.052649490150016,0.0524540886416004,-0.0381801042269701,0.0147351872915577,1.79,0
10002,1.1252616831997,0.0364562091278142,1.55094365311085,1.63394479182853,-1.12731391364288,-0.360700473829773,-0.680167314190939,0.0205072361199463,2.24347006685094,-0.557012537062712,0.349616240795255,-2.23034388870236,1.02489220162347,1.2133837981917,-0.518513140767081,-0.0190187852555661,0.637523914505904,0.176739335532938,-0.535323874562697,-0.218946738037292,-0.195910089895262,-0.148624600454582,0.0512394578513893,0.632392298880796,0.326520839804665,-0.465893499916492,0.0417109432841012,0.0344734282483482,12.99,0
