Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
10516,-4.04389329729297,-9.46036591686046,-2.17958123303194,1.86838487566167,-3.4970193962602,1.78917021583408,2.46522612093401,-0.459007646468069,0.556874339635617,-1.15277966159542,2.37881412789119,-1.54991343524127,2.52913274248272,1.42866443592616,-1.53394314741626,0.369543727149355,1.88918118400534,-1.14920390391553,-0.607915792116702,5.55076003025472,1.81797370567709,-0.455298754822174,-2.53830077360318,-0.106817543056911,-0.462828257571016,-0.276423767410579,-0.477587327742283,0.467107136572773,2746.34,0
10517,1.19531908696267,0.540256807003442,0.212251740895473,1.3921910824778,-0.00492603948482736,-0.991561425027004,0.364105118979828,-0.305897640169475,1.03586809788087,-0.357285034366513,1.20388332754012,-2.27619391933847,1.06049336431085,2.15137478625217,0.208609589304635,-0.671880931607935,0.917987107972365,-0.662228618695827,-1.01257275278411,-0.273132886806186,-0.0890973945506223,0.0537712849071496,-0.0343939193491333,0.553829213454815,0.669360671974249,-0.336963639406507,-0.0208780813790644,0.00587267675672646,3.55,0
10517,1.28780375412909,-0.14479656670513,0.141815373464141,-0.0196848161392223,0.0201492056948401,0.371341911136467,-0.372140698061483,-0.0123896994621614,1.82185133459947,-0.581314953725643,0.864418745645773,-1.51393995575668,2.20350011371493,1.2314056619487,-1.69579594678962,0.158863928409336,0.173406589468008,0.419887828264324,1.02791611303735,-0.0210782102401357,-0.286030754673109,-0.364894380150757,-0.23709331900936,-0.901802088053143,0.574760265770814,1.13281623429596,-0.0985950727181083,-0.0264380084950258,19.28,0
10518,-2.26083428773321,-0.758476478224415,2.52719553994276,-0.690349754636563,1.13758626451919,-0.333101538652706,-1.28943891568495,0.376886976846352,2.04462672022792,-0.719534586884237,1.652321111726,-1.9697675426398,0.857741497489138,1.07849952495749,-1.2248258881879,0.327751516592488,0.376589097297942,0.122402708483222,-0.329266742172462,-0.557459087344367,-0.353397845218081,-0.277429023264747,-0.685161561627142,-0.24739852017294,-0.0174921875319352,0.917176930670699,0.24983818952453,-0.00577953344676979,0.95,0
10519,-0.673068937302192,0.597011165565088,2.16112831350433,-0.56074534723498,-0.284448910241217,-1.05560606060768,0.49928947169435,-0.161995609152654,1.44891291706246,-1.43984822845248,0.468758406483204,-2.15986606031491,1.3387044461699,1.10512937163015,-1.72163942972133,-0.399505717033118,0.872709937347998,-0.515155387360797,-0.480615394689033,-0.133403880171818,-0.135978631360108,-0.0170637175719919,-0.16403902422739,0.944875116050675,-0.0149898307501418,0.88739624298029,-0.0313030853685547,0.085654088251572,9.8,0
10520,-2.20295084624045,2.84442268964813,1.28372382036901,2.35388154853072,0.198531789363696,1.22201583497878,-0.0459347606161757,-0.370526400392541,0.856161620555679,2.66558234529596,2.83306591465074,-1.81996049509859,1.93160644494428,1.39947547450461,0.408671051911516,-0.587039643059223,0.979281248141389,-0.377707901546718,0.0157038981654165,0.838496394117585,0.291866485667592,-0.645338269846635,0.220789366938859,-0.423601708818045,-0.303850173691134,-0.0589622920052848,0.594935101808555,0.0462045382651756,2.72,0
10522,-2.16818142269719,-0.55838149748535,3.59090079443469,-0.466456286966178,0.194533788046814,1.43901489466946,-0.638701377301096,0.0912164353422951,3.53814217011026,0.136272906125416,1.95649735327859,-1.23720538657786,1.6318813162221,-0.738192045411053,-2.6489670308968,-0.918877406783463,0.879083834052963,-0.504181540305394,-0.641911547134633,0.309736481796612,-0.249841317438866,0.83293166031305,-0.3541740995236,-0.212842788996539,0.229146898100503,1.09781153668763,-0.442648631758717,0.0626923867207605,2.21,0
10523,-1.75197886087292,0.0362872432232365,1.65616468842329,-0.947679466449755,0.548289435998548,-0.423132612533373,-0.431859129848734,0.650950125034009,0.679355785771316,-1.43413914198956,1.92306159759034,-1.88720794293029,1.3855971356743,2.05130021274465,-0.458282807350919,0.664617224575432,0.26478710786261,0.2040459691244,-0.629697678444424,0.0445745931844983,-0.051917758139806,-0.47343248452739,-0.171236318233341,-0.318244492556019,0.0486197010374456,0.807371655200609,-0.181834864420556,-0.176837489545204,11.14,0
10526,-2.67010265675998,-0.000647017554308377,3.02156769716399,-0.519421150870258,-0.640113540745783,1.68753313978747,-0.5141649732033,0.471236038197872,3.51584471759886,0.141717842874499,1.84011545861784,-1.12297137421241,1.70222681873395,-0.524689258901174,-2.67196139922939,-0.780922536830666,1.01373866167349,-0.468203748105201,-0.660941759604188,0.222391709913008,-0.284270170612881,0.869147828608585,0.0458897539748611,-0.229302305527478,0.382845871969743,1.11722422157445,-0.415782236770925,0.0164226115640681,41.71,0
10529,-3.98449767507726,2.29224192655552,0.593174302420537,3.55756087345575,-1.30830190685916,3.5011220566211,-6.5373529919731,-13.2248555815179,-0.825259612495272,-1.90907578524179,1.29902522214653,-0.6650817992362,1.07280969897661,3.36377740868162,-0.638898595893791,1.38325062222898,1.1675381634904,1.10968282520935,0.0497619128756719,2.03525811746109,-6.60880084961881,1.73644109389278,-5.44774568343191,0.303198278522061,-1.67912116110754,0.179621695061308,0.970096958219228,0.069526579171774,760.66,0
