Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
132,-1.57135931118663,1.68750802712553,0.734670437858068,1.29334959714667,-0.21753166347078,-0.00267746796392636,0.147364180877205,0.515361979346643,-0.372441612815001,0.078020678219396,-0.592494907439863,0.99794100956986,1.10932838560526,0.0600476234099728,0.0861407955897413,-1.14989267358928,0.76519825435519,-0.810588623188627,0.737550435684102,-0.0936135323992745,0.0485493139851947,0.377255527434062,-0.0304355119893346,0.117608127652655,-0.0605200767063873,-0.296549879661509,-0.481570296943838,-0.167897497050231,10,0
133,0.709335677767676,-0.0116791551225081,-0.530212954758486,0.236330632208106,1.61174986204676,4.09191538293948,-0.862138242719811,1.08397306892466,0.786795680750279,0.112887484237669,-0.653232103051672,0.173266863908925,0.0378668020493338,-0.3878127896013,0.374892960030048,0.210211547181194,-0.644749399312067,0.554854578161012,0.622384226210836,-0.0415514902553178,0.00677525558103952,0.0900325596398993,0.271773416195508,0.98654728115285,-0.809943468286729,-0.529659539648222,-0.0658869042899002,-0.125002176706683,35.97,0
135,1.10176244239434,-0.119018463304873,1.13915027454676,1.84496121166558,-0.817909155917367,0.247770075059204,-0.68418103732984,0.28309582080913,0.286762552995096,0.440946202096376,-0.826293741240075,-0.769377782472298,-1.54103256328002,0.0479042224605281,0.567886086354051,0.523959446513121,-0.044064668386419,-0.425632201949156,-1.10102995487559,-0.200597230770287,0.120200713714911,0.371304975691741,-0.0160471102676981,0.113901376012781,0.152014420158201,1.12604899046031,-0.0386951520355876,0.0123388268988393,22.37,0
135,1.20720732422405,0.241318029071441,0.258744960667355,0.65333494001419,-0.256425758843426,-0.620309257280381,-0.0396528304896815,-0.0221386613164761,0.145190565924171,-0.305442980386716,0.0235744586581998,-0.0897945367743728,-0.564338047466144,-0.105116498946392,1.43082238854315,0.222641855675202,0.317193266420648,-0.652918625345187,-0.552422227232238,-0.156234943936323,-0.267165290179502,-0.780157602682276,0.165656820562567,0.0129556380364155,0.116175752463306,0.126406131740855,-0.0121557176813252,0.0262392973617874,4.57,0
135,-0.541889409867868,0.907744834353959,0.941841930881673,0.993747888232129,0.844723948034434,0.360279963035418,0.761736831520894,-0.222477053379465,0.179747695524952,0.408008155073805,-2.06190815476794,-0.71990402978211,-0.367007292471775,-0.286506809530979,0.180705099498386,-0.59346937797803,-0.250660990079749,0.230033157777734,1.63369068931942,0.14613960866094,-0.203112395365599,-0.122943687021868,-0.438461572930502,-0.996350432896305,0.0937956895469627,-0.216345753322326,0.0153753989769205,-0.0384907800916454,23.57,0
136,-0.568284747585613,1.1950945447569,0.69474149656075,-0.626095126347654,1.17108401930435,0.373751078952388,1.01309484421646,-0.272388391902167,0.0558697391702687,0.682043641285574,0.267372062772765,0.178172797544101,0.854316439297874,-1.00920539655489,0.353392252309136,0.854815188775112,-1.13054902389858,0.763852749156702,0.796372845597807,0.599425704179543,-0.489934828858084,-0.83852008374647,-0.286195775608183,-1.44120886363977,0.115045241477743,0.113461635905243,0.13709554389268,-0.249693919517002,13.99,0
137,0.753307852006014,-1.13159325678345,0.878730366275302,0.297870795702318,-1.32725016090081,0.0665956381298685,-0.535275981085739,0.17113262133325,1.18460203975708,-0.510452889948725,-0.559082123573571,0.121812639047106,-0.718595336305624,-0.211232351900226,0.663762572071223,-0.0642568148905888,0.256345466775674,-0.696030148844145,-0.190353268399697,0.295638378771951,0.0319122383824832,-0.213297997223871,-0.091660380541864,0.15183652108847,-0.0676734412461603,0.999073309691521,-0.0639848051007865,0.0491743555243216,226.07,0
138,-0.986639536232516,0.0546197737557083,0.892189389775173,1.23854630109675,1.15394920240734,-0.443156858403968,1.15879297118205,-0.234932879110434,-0.748284316300919,0.199997639725271,-0.377070284469104,-0.0865458979047432,0.217167156344124,0.314289833672674,1.29554551600091,-0.818801495605568,0.059642158114003,-0.689562879545385,0.684420233943306,0.744324727281039,-0.156083980023296,-0.59057640522234,0.432953110711118,-0.337631423189539,-0.272390765218294,-0.551474595881128,0.171669591342014,0.0127123886327536,148.81,0
139,0.951278275520493,-0.657729594475177,1.70188353276801,1.80966728327767,-1.36016210898805,0.953857646316338,-1.13480328179431,0.528569709758623,1.91440355688492,-0.41342580316083,-1.4888158047149,0.105980334378276,-1.65017861034361,-0.765610812188551,-1.18267098848816,-0.739282377207059,0.676979258708734,-0.483801273027034,-0.188162502490156,-0.192796372616494,-0.0275960281344777,0.284121153750591,-0.0920930540673923,0.0918997878532827,0.418136114227156,-0.195826727837413,0.106816908328757,0.0408805315737292,58,0
140,1.17547797784407,0.167881282807954,0.509908524918345,0.452332377841821,-0.215763033012374,-0.192103788679566,-0.105403719620125,0.0685168493023459,-0.249733437436787,0.0531427317518959,1.73792686089307,1.25332507136832,0.419214818545098,0.422533743260073,0.56052905321648,0.197461932874899,-0.407984598758528,-0.520951033931573,-0.188320466586913,-0.101553775177371,-0.17614700306289,-0.500566172372577,0.151262949093433,0.0183469698916752,0.122002841950239,0.106306809485971,-0.0149368758024788,0.00577092652635563,1.29,0
